reporting_area,population,agency_count,service_count,unique_test_count,avg_services_per_agency,avg_fee,min_fee,max_fee,labs_per_100k_population,services_per_100k_population,unique_tests_per_100k_population,area_sq_km,population_density_per_sq_km,agency_count_norm,service_count_norm,unique_test_count_norm,labs_per_100k_norm,services_per_100k_norm,unique_tests_per_100k_norm,population_norm,supply_score,per_capita_supply_score,gap_score,classification,nearest_agency,nearest_agency_province,centroid_nearest_lab_km,province_service_distance_km,service_area_band
SAMAR (WESTERN SAMAR),793183,0,0,0,0.0,,,,0.0,0.0,0.0,5382.383665894324,147.36649210386727,0.0,0.0,0.0,0.0,0.0,0.0,0.05750580867691978,0.0,0.0,0.05750580867691978,No local OneLab presence,DOST-VIII,LEYTE,76.20200494521318,76.20200494521318,No local lab; nearest 50-100 km
SARANGANI,558946,0,0,0,0.0,,,,0.0,0.0,0.0,3699.92227764252,151.0696598621914,0.0,0.0,0.0,0.0,0.0,0.0,0.040110634251005396,0.0,0.0,0.040110634251005396,No local OneLab presence,Analytical Solutions & Technical Services,SOUTH COTABATO,7.158627703286667,7.158627703286667,No local lab; nearest <= 50 km
SIQUIJOR,103395,0,0,0,0.0,,,,0.0,0.0,0.0,319.5777310993314,323.53631038159756,0.0,0.0,0.0,0.0,0.0,0.0,0.00627998791887287,0.0,0.0,0.00627998791887287,No local OneLab presence,"GCH Center For Food Safety and Quality, Inc.",CEBU,133.00326210983087,133.00326210983087,No local lab; nearest 100-200 km
SORSOGON,828655,0,0,0,0.0,,,,0.0,0.0,0.0,1986.41104614128,417.1618968841877,0.0,0.0,0.0,0.0,0.0,0.0,0.060140070673256975,0.0,0.0,0.060140070673256975,No local OneLab presence,DOST-V,ALBAY,40.77509703430037,40.77509703430037,No local lab; nearest <= 50 km
SOUTH COTABATO,975476,3,57,34,19.0,837.6140350877193,0.0,3920.0,0.30754216403068857,5.843301116583083,3.485477859014471,4119.409353806217,236.79996723284805,0.11538461538461539,0.04115523465703971,0.025055268975681652,1.0,0.3613011358939578,0.22801854577202574,0.07104345871352037,0.06762699381179837,0.5901241635119883,0.0034164649017219967,Laboratory/service hotspot,Analytical Solutions & Technical Services,SOUTH COTABATO,40.77901562100583,0.0,Local OneLab presence
SOUTHERN LEYTE,429573,0,0,0,0.0,,,,0.0,0.0,0.0,1655.4415122385615,259.4914992913959,0.0,0.0,0.0,0.0,0.0,0.0,0.030502989425449132,0.0,0.0,0.030502989425449132,No local OneLab presence,DOST-VIII,LEYTE,100.72923801510682,100.72923801510682,No local lab; nearest 100-200 km
SULTAN KUDARAT,854052,0,0,0,0.0,,,,0.0,0.0,0.0,4224.840824208812,202.15010116030555,0.0,0.0,0.0,0.0,0.0,0.0,0.062026131564127965,0.0,0.0,0.062026131564127965,No local OneLab presence,DOST-XII-L1,MAGUINDANAO,76.94277238081038,76.94277238081038,No local lab; nearest 50-100 km
SULU,1000108,0,0,0,0.0,,,,0.0,0.0,0.0,1515.753210297171,659.809257342047,0.0,0.0,0.0,0.0,0.0,0.0,0.07287270830457183,0.0,0.0,0.07287270830457183,No local OneLab presence,DOST-IX,ZAMBOANGA DEL SUR,156.02891072905712,156.02891072905712,No local lab; nearest 100-200 km
SURIGAO DEL NORTE,534636,0,0,0,0.0,,,,0.0,0.0,0.0,1972.7782047675082,271.00664368045716,0.0,0.0,0.0,0.0,0.0,0.0,0.03830529739007403,0.0,0.0,0.03830529739007403,No local OneLab presence,DOST-CARAGA,AGUSAN DEL NORTE,84.59624251641102,84.59624251641102,No local lab; nearest 50-100 km
SURIGAO DEL SUR,642255,0,0,0,0.0,,,,0.0,0.0,0.0,4698.242756892311,136.701110017743,0.0,0.0,0.0,0.0,0.0,0.0,0.04629742193291945,0.0,0.0,0.04629742193291945,No local OneLab presence,DOST-CARAGA,AGUSAN DEL NORTE,67.60820197529122,67.60820197529122,No local lab; nearest 50-100 km
TARLAC,1503456,0,0,0,0.0,,,,0.0,0.0,0.0,2971.645854423425,505.93377328662496,0.0,0.0,0.0,0.0,0.0,0.0,0.11025290979680046,0.0,0.0,0.11025290979680046,No local OneLab presence,DOST-III,PAMPANGA,51.655321394941154,51.655321394941154,No local lab; nearest 50-100 km
TAWI-TAWI,440276,0,0,0,0.0,,,,0.0,0.0,0.0,1153.7209440625886,381.61394422611374,0.0,0.0,0.0,0.0,0.0,0.0,0.03129782778096325,0.0,0.0,0.03129782778096325,No local OneLab presence,DOST-IX,ZAMBOANGA DEL SUR,305.80392038699443,305.80392038699443,No local lab; nearest > 200 km
ZAMBALES,909932,0,0,0,0.0,,,,0.0,0.0,0.0,3720.3965443246025,244.57930469484086,0.0,0.0,0.0,0.0,0.0,0.0,0.06617595566074846,0.0,0.0,0.06617595566074846,No local OneLab presence,DOST-III,PAMPANGA,62.61895062634227,62.61895062634227,No local lab; nearest 50-100 km
ZAMBOANGA DEL NORTE,1047455,0,0,0,0.0,,,,0.0,0.0,0.0,6284.121375330568,166.68280853262482,0.0,0.0,0.0,0.0,0.0,0.0,0.0763888450530094,0.0,0.0,0.0763888450530094,No local OneLab presence,DOST-IX,ZAMBOANGA DEL SUR,152.13214864661796,152.13214864661796,No local lab; nearest 100-200 km
ZAMBOANGA DEL SUR,2027902,1,70,70,70.0,934.1571428571428,0.0,3250.0,0.04931204762360312,3.451843333652218,3.451843333652218,5360.045187263873,378.33673582053837,0.038461538461538464,0.05054151624548736,0.051584377302873984,0.16034239655893961,0.2134332789794369,0.22581818878482005,0.14919991495385548,0.045918097343385124,0.19467390797231465,0.10328181761047037,Laboratory/service hotspot,DOST-IX,ZAMBOANGA DEL SUR,134.03351238444955,0.0,Local OneLab presence
ZAMBOANGA SIBUGAY,669840,0,0,0,0.0,,,,0.0,0.0,0.0,2725.8289811356603,245.73808725187337,0.0,0.0,0.0,0.0,0.0,0.0,0.04834597056758796,0.0,0.0,0.04834597056758796,No local OneLab presence,DOST-IX,ZAMBOANGA DEL SUR,114.30418797470747,114.30418797470747,No local lab; nearest 100-200 km
